danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name
0.49,0.371,0,-8.349,1,0.031,0.735,0.000862,0.148,0.271,79.964,audio_features,3JKH8kPZmLVuZp4LzEhYow,spotify:track:3JKH8kPZmLVuZp4LzEhYow,https://api.spotify.com/v1/tracks/3JKH8kPZmLVuZp4LzEhYow,https://api.spotify.com/v1/audio-analysis/3JKH8kPZmLVuZp4LzEhYow,283220,4,
0.766,0.626,11,-6.934,1,0.154,0.0853,7.44E-05,0.0818,0.718,146.021,audio_features,4FHZLSP760Nirqm6Edotdl,spotify:track:4FHZLSP760Nirqm6Edotdl,https://api.spotify.com/v1/tracks/4FHZLSP760Nirqm6Edotdl,https://api.spotify.com/v1/audio-analysis/4FHZLSP760Nirqm6Edotdl,264465,4,
0.582,0.641,2,-6.482,0,0.0462,0.32,0.00543,0.227,0.146,81.974,audio_features,0JSmMFKBpQlNwnwWaP7F94,spotify:track:0JSmMFKBpQlNwnwWaP7F94,https://api.spotify.com/v1/tracks/0JSmMFKBpQlNwnwWaP7F94,https://api.spotify.com/v1/audio-analysis/0JSmMFKBpQlNwnwWaP7F94,289019,4,
0.634,0.666,4,-3.352,1,0.0503,0.777,0,0.144,0.473,139.966,audio_features,3OUtJspxPOrVCIeDC6S4S7,spotify:track:3OUtJspxPOrVCIeDC6S4S7,https://api.spotify.com/v1/tracks/3OUtJspxPOrVCIeDC6S4S7,https://api.spotify.com/v1/audio-analysis/3OUtJspxPOrVCIeDC6S4S7,346972,4,Soch
0.425,0.542,0,-9.72,0,0.0344,0.469,0.000164,0.224,0.368,169.838,audio_features,4wCdrHfVkFjroVvGErX9Z2,spotify:track:4wCdrHfVkFjroVvGErX9Z2,https://api.spotify.com/v1/tracks/4wCdrHfVkFjroVvGErX9Z2,https://api.spotify.com/v1/audio-analysis/4wCdrHfVkFjroVvGErX9Z2,270387,4,Faasle
0.566,0.862,7,-6.02,0,0.105,0.0246,0,0.103,0.455,147.974,audio_features,2RBkVQwpkDeYytMTQwjyTk,spotify:track:2RBkVQwpkDeYytMTQwjyTk,https://api.spotify.com/v1/tracks/2RBkVQwpkDeYytMTQwjyTk,https://api.spotify.com/v1/audio-analysis/2RBkVQwpkDeYytMTQwjyTk,220313,4,Baaki Baatein Peene Baad (Shots) (feat. Badshah)
0.687,0.331,5,-14.121,1,0.0366,0.781,0.00492,0.151,0.392,129.945,audio_features,3PyYqCpBvH9l8xdj3rmOIh,spotify:track:3PyYqCpBvH9l8xdj3rmOIh,https://api.spotify.com/v1/tracks/3PyYqCpBvH9l8xdj3rmOIh,https://api.spotify.com/v1/audio-analysis/3PyYqCpBvH9l8xdj3rmOIh,215520,4,Khushamdeed
0.465,0.587,7,-6.078,1,0.0337,0.00271,0,0.138,0.309,122.001,audio_features,1pQS8KQd8fj2KRjnYBk0RD,spotify:track:1pQS8KQd8fj2KRjnYBk0RD,https://api.spotify.com/v1/tracks/1pQS8KQd8fj2KRjnYBk0RD,https://api.spotify.com/v1/audio-analysis/1pQS8KQd8fj2KRjnYBk0RD,276747,4,Fursat
0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,audio_features,3Q8yDujnXxwRiZ4p6VqY7b,spotify:track:3Q8yDujnXxwRiZ4p6VqY7b,https://api.spotify.com/v1/tracks/3Q8yDujnXxwRiZ4p6VqY7b,https://api.spotify.com/v1/audio-analysis/3Q8yDujnXxwRiZ4p6VqY7b,187711,4,"Kar Gayi Chull (From ""Kapoor & Sons (Since 1921)"")"
0.527,0.731,3,-5.707,0,0.0399,0.00743,0.377,0.035,0.423,169.955,audio_features,38OBRKdlGEECMiTka5wEta,spotify:track:38OBRKdlGEECMiTka5wEta,https://api.spotify.com/v1/tracks/38OBRKdlGEECMiTka5wEta,https://api.spotify.com/v1/audio-analysis/38OBRKdlGEECMiTka5wEta,186303,4,Heer
0.571,0.9,0,-4.855,0,0.037,0.00502,0.00916,0.0952,0.414,91.985,audio_features,1GhOfgGCrLhrMqQB6cFfZo,spotify:track:1GhOfgGCrLhrMqQB6cFfZo,https://api.spotify.com/v1/tracks/1GhOfgGCrLhrMqQB6cFfZo,https://api.spotify.com/v1/audio-analysis/1GhOfgGCrLhrMqQB6cFfZo,213913,4,Laung Gawacha
0.761,0.634,0,-7.981,0,0.0566,0.0152,0.0115,0.0985,0.198,92.061,audio_features,2LntjrwS2qOSCv3nGcKoeT,spotify:track:2LntjrwS2qOSCv3nGcKoeT,https://api.spotify.com/v1/tracks/2LntjrwS2qOSCv3nGcKoeT,https://api.spotify.com/v1/audio-analysis/2LntjrwS2qOSCv3nGcKoeT,271254,4,Aaja
0.734,0.833,2,-5.371,1,0.0307,0.182,2.52E-06,0.149,0.706,109.019,audio_features,0YuH7QCFXK0elodziM1cOU,spotify:track:0YuH7QCFXK0elodziM1cOU,https://api.spotify.com/v1/tracks/0YuH7QCFXK0elodziM1cOU,https://api.spotify.com/v1/audio-analysis/0YuH7QCFXK0elodziM1cOU,254055,4,"Saadi Galli Aaja (From ""Nautanki Saala"")"
0.62,0.622,11,-6.767,0,0.051,0.584,9.36E-06,0.131,0.682,85.934,audio_features,5ZjLehg565RRYIwOok1aGJ,spotify:track:5ZjLehg565RRYIwOok1aGJ,https://api.spotify.com/v1/tracks/5ZjLehg565RRYIwOok1aGJ,https://api.spotify.com/v1/audio-analysis/5ZjLehg565RRYIwOok1aGJ,233744,4,Love Is Blind
0.726,0.573,2,-11.108,1,0.0508,0.303,0,0.181,0.616,115.978,audio_features,2sJz4jTjSoRuUwtCESrGeM,spotify:track:2sJz4jTjSoRuUwtCESrGeM,https://api.spotify.com/v1/tracks/2sJz4jTjSoRuUwtCESrGeM,https://api.spotify.com/v1/audio-analysis/2sJz4jTjSoRuUwtCESrGeM,239569,4,Sachi Muchi
0.536,0.577,11,-7.83,1,0.0344,0.49,1.13E-06,0.103,0.618,82.927,audio_features,4OlA5yLhCqE53ltbv5sQPT,spotify:track:4OlA5yLhCqE53ltbv5sQPT,https://api.spotify.com/v1/tracks/4OlA5yLhCqE53ltbv5sQPT,https://api.spotify.com/v1/audio-analysis/4OlA5yLhCqE53ltbv5sQPT,281992,4,Jag Ghoomeya
0.858,0.747,8,-6.726,1,0.0765,0.0351,4.43E-05,0.042,0.827,116.95,audio_features,525KWabfN34zABku2seVbc,spotify:track:525KWabfN34zABku2seVbc,https://api.spotify.com/v1/tracks/525KWabfN34zABku2seVbc,https://api.spotify.com/v1/audio-analysis/525KWabfN34zABku2seVbc,253283,4,Baby Ko Bass Pasand Hai
0.561,0.71,9,-10.247,1,0.0486,0.232,0,0.0992,0.508,114.996,audio_features,18JYVldmmghYRgdUhKu5y2,spotify:track:18JYVldmmghYRgdUhKu5y2,https://api.spotify.com/v1/tracks/18JYVldmmghYRgdUhKu5y2,https://api.spotify.com/v1/audio-analysis/18JYVldmmghYRgdUhKu5y2,260142,4,Aashayein
0.644,0.87,10,-4.816,1,0.0394,0.193,0,0.549,0.702,125.998,audio_features,1dxbiVeiV7nQ2V9qXnhJiB,spotify:track:1dxbiVeiV7nQ2V9qXnhJiB,https://api.spotify.com/v1/tracks/1dxbiVeiV7nQ2V9qXnhJiB,https://api.spotify.com/v1/audio-analysis/1dxbiVeiV7nQ2V9qXnhJiB,206858,4,Buddhu Sa Mann
0.488,0.403,5,-7.005,1,0.0272,0.598,4.28E-06,0.434,0.497,131.489,audio_features,3GrCQPpKqKzOcKfMAoqn82,spotify:track:3GrCQPpKqKzOcKfMAoqn82,https://api.spotify.com/v1/tracks/3GrCQPpKqKzOcKfMAoqn82,https://api.spotify.com/v1/audio-analysis/3GrCQPpKqKzOcKfMAoqn82,212832,3,"Bolna (From ""Kapoor & Sons (Since 1921)"")"
0.551,0.387,6,-7.647,1,0.0375,0.361,0,0.109,0.255,81.222,audio_features,6P0XrGFaGfNh0ObmhSTKW2,spotify:track:6P0XrGFaGfNh0ObmhSTKW2,https://api.spotify.com/v1/tracks/6P0XrGFaGfNh0ObmhSTKW2,https://api.spotify.com/v1/audio-analysis/6P0XrGFaGfNh0ObmhSTKW2,272000,4,Saathi Rey
0.599,0.135,4,-12.376,1,0.0308,0.845,2.43E-05,0.11,0.168,122.107,audio_features,6GWchpKWsKkwR6jcl0yG6V,spotify:track:6GWchpKWsKkwR6jcl0yG6V,https://api.spotify.com/v1/tracks/6GWchpKWsKkwR6jcl0yG6V,https://api.spotify.com/v1/audio-analysis/6GWchpKWsKkwR6jcl0yG6V,359373,3,Pyaar Ke Pal
0.529,0.619,1,-7.411,0,0.0341,0.515,4.76E-06,0.105,0.26,129.883,audio_features,6wlpdQPwISQtisJqDfbeH7,spotify:track:6wlpdQPwISQtisJqDfbeH7,https://api.spotify.com/v1/tracks/6wlpdQPwISQtisJqDfbeH7,https://api.spotify.com/v1/audio-analysis/6wlpdQPwISQtisJqDfbeH7,500427,4,Javeda Zindagi - Tose Naina Laage
0.62,0.926,7,-5.896,0,0.0986,0.172,0,0.277,0.733,175.103,audio_features,3UySEf4STA8n0pIpvKXLQ7,spotify:track:3UySEf4STA8n0pIpvKXLQ7,https://api.spotify.com/v1/tracks/3UySEf4STA8n0pIpvKXLQ7,https://api.spotify.com/v1/audio-analysis/3UySEf4STA8n0pIpvKXLQ7,234737,4,Kamli
0.481,0.254,4,-10.642,1,0.0307,0.756,0.372,0.103,0.138,105.418,audio_features,3k458zzqcF9UeRfZqRbZYr,spotify:track:3k458zzqcF9UeRfZqRbZYr,https://api.spotify.com/v1/tracks/3k458zzqcF9UeRfZqRbZYr,https://api.spotify.com/v1/audio-analysis/3k458zzqcF9UeRfZqRbZYr,286957,4,Raat Raazi
0.647,0.557,1,-5.323,0,0.0458,0.434,0.000194,0.107,0.592,92.911,audio_features,6XILqCBlTliJkXpPXSq4eM,spotify:track:6XILqCBlTliJkXpPXSq4eM,https://api.spotify.com/v1/tracks/6XILqCBlTliJkXpPXSq4eM,https://api.spotify.com/v1/audio-analysis/6XILqCBlTliJkXpPXSq4eM,213577,4,Hamqadam
0.673,0.8,9,-6.061,0,0.0408,0.539,0.000306,0.0572,0.549,79.98,audio_features,2HWqIOOwOapdx9SBbUwzxG,spotify:track:2HWqIOOwOapdx9SBbUwzxG,https://api.spotify.com/v1/tracks/2HWqIOOwOapdx9SBbUwzxG,https://api.spotify.com/v1/audio-analysis/2HWqIOOwOapdx9SBbUwzxG,258325,4,Teri Yaadein
0.615,0.428,11,-13.648,0,0.0403,0.00474,0.768,0.0959,0.749,128.973,audio_features,4cI1xGaJk9XEfsywh9QzWT,spotify:track:4cI1xGaJk9XEfsywh9QzWT,https://api.spotify.com/v1/tracks/4cI1xGaJk9XEfsywh9QzWT,https://api.spotify.com/v1/audio-analysis/4cI1xGaJk9XEfsywh9QzWT,126981,4,Adhoora Hoon Main
0.383,0.547,2,-7.462,1,0.0372,0.396,7.89E-06,0.122,0.16,155.355,audio_features,4Kj7cdQEB235XFI2F7gWkR,spotify:track:4Kj7cdQEB235XFI2F7gWkR,https://api.spotify.com/v1/tracks/4Kj7cdQEB235XFI2F7gWkR,https://api.spotify.com/v1/audio-analysis/4Kj7cdQEB235XFI2F7gWkR,341186,4,
0.806,0.837,0,-4.273,1,0.0774,0.107,2.63E-05,0.272,0.922,106.046,audio_features,62IAQRWBe8XPVo35sQNMz4,spotify:track:62IAQRWBe8XPVo35sQNMz4,https://api.spotify.com/v1/tracks/62IAQRWBe8XPVo35sQNMz4,https://api.spotify.com/v1/audio-analysis/62IAQRWBe8XPVo35sQNMz4,187115,4,"Kala Chashma (From ""Baar Baar Dekho"")"
0.811,0.814,3,-5.388,0,0.0667,0.00731,2.18E-05,0.581,0.708,130.03,audio_features,32gXFPGCthQJhWb3ygcf8v,spotify:track:32gXFPGCthQJhWb3ygcf8v,https://api.spotify.com/v1/tracks/32gXFPGCthQJhWb3ygcf8v,https://api.spotify.com/v1/audio-analysis/32gXFPGCthQJhWb3ygcf8v,179776,4,Abhi Toh Party Shuru Hui Hai
0.827,0.757,5,-6.43,0,0.0759,0.3,0,0.135,0.778,149.956,audio_features,7wEjJnTE339AxWZBPSZZNg,spotify:track:7wEjJnTE339AxWZBPSZZNg,https://api.spotify.com/v1/tracks/7wEjJnTE339AxWZBPSZZNg,https://api.spotify.com/v1/audio-analysis/7wEjJnTE339AxWZBPSZZNg,190000,4,RayZR Mera Swag (feat. Aastha Gill)
0.821,0.817,3,-5.336,0,0.174,0.145,2.61E-05,0.736,0.78,146.386,audio_features,0tsQ4AfXkMf0k0iwHquzUf,spotify:track:0tsQ4AfXkMf0k0iwHquzUf,https://api.spotify.com/v1/tracks/0tsQ4AfXkMf0k0iwHquzUf,https://api.spotify.com/v1/audio-analysis/0tsQ4AfXkMf0k0iwHquzUf,215278,4,Half Window Down
0.762,0.679,7,-5.193,1,0.0526,0.0417,0,0.116,0.403,89.979,audio_features,0FBVedbQtpBPFmjGI7ZmEL,spotify:track:0FBVedbQtpBPFmjGI7ZmEL,https://api.spotify.com/v1/tracks/0FBVedbQtpBPFmjGI7ZmEL,https://api.spotify.com/v1/audio-analysis/0FBVedbQtpBPFmjGI7ZmEL,221917,4,Vroom Vroom
0.615,0.6,8,-6.308,1,0.0337,0.649,0,0.0755,0.569,76.028,audio_features,0dsiP9fxmNQAmRzFECXflR,spotify:track:0dsiP9fxmNQAmRzFECXflR,https://api.spotify.com/v1/tracks/0dsiP9fxmNQAmRzFECXflR,https://api.spotify.com/v1/audio-analysis/0dsiP9fxmNQAmRzFECXflR,290940,4,"Tere Sang Yaara (From ""Rustom"")"
0.727,0.714,2,-4.494,1,0.0872,0.0209,0,0.153,0.618,164.003,audio_features,3QXQ4dWNylnUsL5789LX1T,spotify:track:3QXQ4dWNylnUsL5789LX1T,https://api.spotify.com/v1/tracks/3QXQ4dWNylnUsL5789LX1T,https://api.spotify.com/v1/audio-analysis/3QXQ4dWNylnUsL5789LX1T,232907,4,Amplifier
0.704,0.563,4,-4.739,0,0.0297,0.594,0,0.133,0.0739,94.037,audio_features,5KOHWHZc5RWUQvCyTPMzkx,spotify:track:5KOHWHZc5RWUQvCyTPMzkx,https://api.spotify.com/v1/tracks/5KOHWHZc5RWUQvCyTPMzkx,https://api.spotify.com/v1/audio-analysis/5KOHWHZc5RWUQvCyTPMzkx,224853,4,Bewafa
0.639,0.594,10,-6.497,1,0.0347,0.131,0,0.119,0.378,80.034,audio_features,2TLHeCOsuEdUEoVTTpxsTV,spotify:track:2TLHeCOsuEdUEoVTTpxsTV,https://api.spotify.com/v1/tracks/2TLHeCOsuEdUEoVTTpxsTV,https://api.spotify.com/v1/audio-analysis/2TLHeCOsuEdUEoVTTpxsTV,232067,4,Aaja We Mahiya
0.833,0.777,5,-4.613,0,0.042,0.00176,0.00601,0.31,0.494,126.989,audio_features,4rimogmlxzA0kUwLiO13Yr,spotify:track:4rimogmlxzA0kUwLiO13Yr,https://api.spotify.com/v1/tracks/4rimogmlxzA0kUwLiO13Yr,https://api.spotify.com/v1/audio-analysis/4rimogmlxzA0kUwLiO13Yr,200667,4,Hey Girl
0.726,0.767,8,-3.989,0,0.0336,0.253,0,0.043,0.878,115.058,audio_features,3fdtchusC9eUysSBCiFhDx,spotify:track:3fdtchusC9eUysSBCiFhDx,https://api.spotify.com/v1/tracks/3fdtchusC9eUysSBCiFhDx,https://api.spotify.com/v1/audio-analysis/3fdtchusC9eUysSBCiFhDx,190520,4,Peli Waar
0.769,0.8,2,-5.785,1,0.0393,0.0114,0,0.0777,0.93,119.961,audio_features,1wDmuP1rMYe2E1amlyodBk,spotify:track:1wDmuP1rMYe2E1amlyodBk,https://api.spotify.com/v1/tracks/1wDmuP1rMYe2E1amlyodBk,https://api.spotify.com/v1/audio-analysis/1wDmuP1rMYe2E1amlyodBk,188040,4,Chak Glass
0.795,0.616,3,-5.867,0,0.0489,0.00845,0.00171,0.0564,0.885,130.055,audio_features,0MmfZVryKTMqQHU4QO3mHn,spotify:track:0MmfZVryKTMqQHU4QO3mHn,https://api.spotify.com/v1/tracks/0MmfZVryKTMqQHU4QO3mHn,https://api.spotify.com/v1/audio-analysis/0MmfZVryKTMqQHU4QO3mHn,185067,4,Nazar
0.886,0.752,8,-3.99,0,0.0466,0.0267,0.000208,0.0651,0.962,120.029,audio_features,0oLOrF8CGdopdyefbCy7ei,spotify:track:0oLOrF8CGdopdyefbCy7ei,https://api.spotify.com/v1/tracks/0oLOrF8CGdopdyefbCy7ei,https://api.spotify.com/v1/audio-analysis/0oLOrF8CGdopdyefbCy7ei,205760,4,Superstar
0.602,0.777,2,-5.928,0,0.0318,0.0102,0,0.157,0.598,84.986,audio_features,6GKGwCHdiDXB6f2l1uhs8W,spotify:track:6GKGwCHdiDXB6f2l1uhs8W,https://api.spotify.com/v1/tracks/6GKGwCHdiDXB6f2l1uhs8W,https://api.spotify.com/v1/audio-analysis/6GKGwCHdiDXB6f2l1uhs8W,265640,4,Gora Gora Rang
0.854,0.632,5,-5.883,0,0.0535,0.0183,0.00323,0.107,0.231,122.984,audio_features,257G4LSRDrtqEPO9kB4Gyw,spotify:track:257G4LSRDrtqEPO9kB4Gyw,https://api.spotify.com/v1/tracks/257G4LSRDrtqEPO9kB4Gyw,https://api.spotify.com/v1/audio-analysis/257G4LSRDrtqEPO9kB4Gyw,247067,4,Bounce Billo
0.837,0.801,0,-3.861,1,0.0585,0.0054,1.06E-05,0.209,0.906,127.017,audio_features,6PZpSWX8d5UouiWDpH1sVv,spotify:track:6PZpSWX8d5UouiWDpH1sVv,https://api.spotify.com/v1/tracks/6PZpSWX8d5UouiWDpH1sVv,https://api.spotify.com/v1/audio-analysis/6PZpSWX8d5UouiWDpH1sVv,215400,4,Ni Nachleh
0.849,0.743,7,-4.276,1,0.103,0.00307,0,0.0491,0.875,123.954,audio_features,6lMgUewh0vvtbPQZy8o5fm,spotify:track:6lMgUewh0vvtbPQZy8o5fm,https://api.spotify.com/v1/tracks/6lMgUewh0vvtbPQZy8o5fm,https://api.spotify.com/v1/audio-analysis/6lMgUewh0vvtbPQZy8o5fm,192507,4,40 Pra
0.771,0.69,2,-7.379,1,0.174,0.0267,5.09E-06,0.0647,0.423,165.951,audio_features,6s17p6SaRdRY8P38JGk8RI,spotify:track:6s17p6SaRdRY8P38JGk8RI,https://api.spotify.com/v1/tracks/6s17p6SaRdRY8P38JGk8RI,https://api.spotify.com/v1/audio-analysis/6s17p6SaRdRY8P38JGk8RI,285173,4,Pata Chalgea
0.869,0.554,6,-5.604,0,0.0494,0.00647,7.48E-06,0.0662,0.796,113.327,audio_features,4iQjcWvTDiHyRKRH5LcTh7,spotify:track:4iQjcWvTDiHyRKRH5LcTh7,https://api.spotify.com/v1/tracks/4iQjcWvTDiHyRKRH5LcTh7,https://api.spotify.com/v1/audio-analysis/4iQjcWvTDiHyRKRH5LcTh7,184840,4,Nai Reina
0.817,0.669,9,-5.893,1,0.189,0.0433,0,0.247,0.64,92.996,audio_features,404sNBrNzTOivksJU3Dv4Z,spotify:track:404sNBrNzTOivksJU3Dv4Z,https://api.spotify.com/v1/tracks/404sNBrNzTOivksJU3Dv4Z,https://api.spotify.com/v1/audio-analysis/404sNBrNzTOivksJU3Dv4Z,178240,4,Qott Ghusian Da
0.622,0.758,7,-6.641,1,0.11,0.153,0,0.0622,0.436,90.951,audio_features,7Esjmr77c4SU5IlMtym7Ho,spotify:track:7Esjmr77c4SU5IlMtym7Ho,https://api.spotify.com/v1/tracks/7Esjmr77c4SU5IlMtym7Ho,https://api.spotify.com/v1/audio-analysis/7Esjmr77c4SU5IlMtym7Ho,259120,4,Khabar Nahi
0.578,0.563,2,-5.897,1,0.0264,0.408,0,0.17,0.16,84,audio_features,5m8xkoBHzt1TvWqdfv3eOQ,spotify:track:5m8xkoBHzt1TvWqdfv3eOQ,https://api.spotify.com/v1/tracks/5m8xkoBHzt1TvWqdfv3eOQ,https://api.spotify.com/v1/audio-analysis/5m8xkoBHzt1TvWqdfv3eOQ,223727,4,
0.554,0.577,4,-6.625,1,0.0329,0.428,0,0.106,0.273,139.968,audio_features,6DUJKGaQtjZO7e1BlVoT6l,spotify:track:6DUJKGaQtjZO7e1BlVoT6l,https://api.spotify.com/v1/tracks/6DUJKGaQtjZO7e1BlVoT6l,https://api.spotify.com/v1/audio-analysis/6DUJKGaQtjZO7e1BlVoT6l,263668,4,
0.486,0.706,11,-5.558,0,0.0355,0.166,0,0.268,0.302,135.881,audio_features,7fWnA2xP61NZOcfw4pdysY,spotify:track:7fWnA2xP61NZOcfw4pdysY,https://api.spotify.com/v1/tracks/7fWnA2xP61NZOcfw4pdysY,https://api.spotify.com/v1/audio-analysis/7fWnA2xP61NZOcfw4pdysY,310479,4,
0.604,0.794,3,-6.777,0,0.038,0.193,1.32E-06,0.312,0.306,109.99,audio_features,713ovQQR0NwjcLUqx6LHox,spotify:track:713ovQQR0NwjcLUqx6LHox,https://api.spotify.com/v1/tracks/713ovQQR0NwjcLUqx6LHox,https://api.spotify.com/v1/audio-analysis/713ovQQR0NwjcLUqx6LHox,331612,4,
0.515,0.577,0,-6.767,0,0.0297,0.475,1.51E-06,0.464,0.253,90.001,audio_features,2MHfimH1TfeLMDoh3apaXo,spotify:track:2MHfimH1TfeLMDoh3apaXo,https://api.spotify.com/v1/tracks/2MHfimH1TfeLMDoh3apaXo,https://api.spotify.com/v1/audio-analysis/2MHfimH1TfeLMDoh3apaXo,280230,4,
0.314,0.478,4,-7.201,0,0.0412,0.783,2.08E-05,0.147,0.276,199.631,audio_features,5lLRB1nnTy1p8nFaH1Vdyf,spotify:track:5lLRB1nnTy1p8nFaH1Vdyf,https://api.spotify.com/v1/tracks/5lLRB1nnTy1p8nFaH1Vdyf,https://api.spotify.com/v1/audio-analysis/5lLRB1nnTy1p8nFaH1Vdyf,328854,4,Humnava
0.606,0.917,11,-8.879,0,0.0599,0.23,0.343,0.275,0.7,135.019,audio_features,6zUVS8BtNBXPRBPqMhfmHg,spotify:track:6zUVS8BtNBXPRBPqMhfmHg,https://api.spotify.com/v1/tracks/6zUVS8BtNBXPRBPqMhfmHg,https://api.spotify.com/v1/audio-analysis/6zUVS8BtNBXPRBPqMhfmHg,272066,4,Tujhe Bhula Diya (Remix)
0.558,0.521,3,-8.798,1,0.0333,0.551,0.000212,0.189,0.409,122.925,audio_features,70W29IwaPMRo86tCan6tqI,spotify:track:70W29IwaPMRo86tCan6tqI,https://api.spotify.com/v1/tracks/70W29IwaPMRo86tCan6tqI,https://api.spotify.com/v1/audio-analysis/70W29IwaPMRo86tCan6tqI,341185,4,Agar Tum Saath Ho
0.729,0.945,0,-4.026,1,0.091,0.202,0,0.137,0.96,120.022,audio_features,1pxASm29xBMYMH43Ww2Ugp,spotify:track:1pxASm29xBMYMH43Ww2Ugp,https://api.spotify.com/v1/tracks/1pxASm29xBMYMH43Ww2Ugp,https://api.spotify.com/v1/audio-analysis/1pxASm29xBMYMH43Ww2Ugp,289933,4,Balam Pichkari
0.728,0.906,8,-4.442,1,0.0431,0.0684,0.0744,0.161,0.529,131.961,audio_features,2gd0o7VQD37XFF8eMikGSw,spotify:track:2gd0o7VQD37XFF8eMikGSw,https://api.spotify.com/v1/tracks/2gd0o7VQD37XFF8eMikGSw,https://api.spotify.com/v1/audio-analysis/2gd0o7VQD37XFF8eMikGSw,288576,4,Subha Hone Na De
0.687,0.951,2,-3.923,0,0.0944,0.0197,0,0.11,0.892,142.01,audio_features,0I6uTH0OUssSHdI9UGc3LR,spotify:track:0I6uTH0OUssSHdI9UGc3LR,https://api.spotify.com/v1/tracks/0I6uTH0OUssSHdI9UGc3LR,https://api.spotify.com/v1/audio-analysis/0I6uTH0OUssSHdI9UGc3LR,244063,4,Make Some Noise For The Desi Boyz
0.642,0.973,7,-3.446,1,0.0372,0.000913,0.0544,0.0766,0.742,141.997,audio_features,76CuuPG9TBimC7irBUFUtj,spotify:track:76CuuPG9TBimC7irBUFUtj,https://api.spotify.com/v1/tracks/76CuuPG9TBimC7irBUFUtj,https://api.spotify.com/v1/audio-analysis/76CuuPG9TBimC7irBUFUtj,270786,4,Make Some Noise For The Desi Boyz (Remix)
0.792,0.917,3,-5.018,1,0.0608,0.25,2.94E-06,0.102,0.692,95.031,audio_features,4ZkuuUT5NIDh9EHJABEAin,spotify:track:4ZkuuUT5NIDh9EHJABEAin,https://api.spotify.com/v1/tracks/4ZkuuUT5NIDh9EHJABEAin,https://api.spotify.com/v1/audio-analysis/4ZkuuUT5NIDh9EHJABEAin,233170,4,Jhak Maar Ke
0.543,0.503,9,-10.252,1,0.0287,0.758,0.000827,0.173,0.238,119.954,audio_features,277JZ0pkX8gvlT50gkHEL0,spotify:track:277JZ0pkX8gvlT50gkHEL0,https://api.spotify.com/v1/tracks/277JZ0pkX8gvlT50gkHEL0,https://api.spotify.com/v1/audio-analysis/277JZ0pkX8gvlT50gkHEL0,251533,4,Safarnama
0.616,0.757,11,-4.788,0,0.0554,0.173,0,0.154,0.361,128.035,audio_features,2lTIa0GUlq1ASNuRxXUTds,spotify:track:2lTIa0GUlq1ASNuRxXUTds,https://api.spotify.com/v1/tracks/2lTIa0GUlq1ASNuRxXUTds,https://api.spotify.com/v1/audio-analysis/2lTIa0GUlq1ASNuRxXUTds,265026,4,
0.519,0.442,5,-6.318,0,0.0257,0.831,0,0.125,0.344,93.931,audio_features,3TlfZHGwF6PnRuL6MVJon3,spotify:track:3TlfZHGwF6PnRuL6MVJon3,https://api.spotify.com/v1/tracks/3TlfZHGwF6PnRuL6MVJon3,https://api.spotify.com/v1/audio-analysis/3TlfZHGwF6PnRuL6MVJon3,262153,4,
0.652,0.562,0,-8.952,0,0.0313,0.496,0.000121,0.327,0.636,119.968,audio_features,5euQYXveG7cSsbFZIUnKJE,spotify:track:5euQYXveG7cSsbFZIUnKJE,https://api.spotify.com/v1/tracks/5euQYXveG7cSsbFZIUnKJE,https://api.spotify.com/v1/audio-analysis/5euQYXveG7cSsbFZIUnKJE,202123,4,
0.589,0.958,9,-6.129,1,0.0777,0.204,8.57E-06,0.105,0.519,132.044,audio_features,3s8NqaKaYApMoL9NzqjywN,spotify:track:3s8NqaKaYApMoL9NzqjywN,https://api.spotify.com/v1/tracks/3s8NqaKaYApMoL9NzqjywN,https://api.spotify.com/v1/audio-analysis/3s8NqaKaYApMoL9NzqjywN,231629,4,
0.556,0.782,2,-4.739,1,0.0303,0.0233,0,0.476,0.377,114.945,audio_features,5qSj83QavWfIxHdwCnLuuY,spotify:track:5qSj83QavWfIxHdwCnLuuY,https://api.spotify.com/v1/tracks/5qSj83QavWfIxHdwCnLuuY,https://api.spotify.com/v1/audio-analysis/5qSj83QavWfIxHdwCnLuuY,325082,4,
0.714,0.892,11,-5.342,0,0.0516,0.00145,0.000817,0.0462,0.899,134.997,audio_features,2zZTXtLqCsICzEcztKjn47,spotify:track:2zZTXtLqCsICzEcztKjn47,https://api.spotify.com/v1/tracks/2zZTXtLqCsICzEcztKjn47,https://api.spotify.com/v1/audio-analysis/2zZTXtLqCsICzEcztKjn47,282012,4,"Tum Hi Ho Bandhu (From ""Cocktail"")"
0.738,0.735,2,-4.57,1,0.0366,0.00131,0,0.113,0.85,126.017,audio_features,099ytUIqLrpZ9qSpQHs5lB,spotify:track:099ytUIqLrpZ9qSpQHs5lB,https://api.spotify.com/v1/tracks/099ytUIqLrpZ9qSpQHs5lB,https://api.spotify.com/v1/audio-analysis/099ytUIqLrpZ9qSpQHs5lB,263838,4,Pehli Baar
