danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name
0.37,0.467,2,-6.973,1,0.0411,0.442,0,0.109,0.162,137.796,audio_features,5w0Xpt2YHT2Y3z3e4UUJP7,spotify:track:5w0Xpt2YHT2Y3z3e4UUJP7,https://api.spotify.com/v1/tracks/5w0Xpt2YHT2Y3z3e4UUJP7,https://api.spotify.com/v1/audio-analysis/5w0Xpt2YHT2Y3z3e4UUJP7,234722,4,Kaise Hua
0.56,0.634,0,-8.803,1,0.031,0.435,0.00435,0.0983,0.465,94.024,audio_features,46NYX9zIml71qtfYYjakTI,spotify:track:46NYX9zIml71qtfYYjakTI,https://api.spotify.com/v1/tracks/46NYX9zIml71qtfYYjakTI,https://api.spotify.com/v1/audio-analysis/46NYX9zIml71qtfYYjakTI,44699,4,"Kesariya Audio Teaser (From ""Brahmastra"")"
0.863,0.387,5,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,audio_features,5pcmtf1lwrMqmAWWm248fY,spotify:track:5pcmtf1lwrMqmAWWm248fY,https://api.spotify.com/v1/tracks/5pcmtf1lwrMqmAWWm248fY,https://api.spotify.com/v1/audio-analysis/5pcmtf1lwrMqmAWWm248fY,168000,4,DESIRES
0.643,0.449,9,-9.593,0,0.211,0.183,0,0.141,0.463,77.254,audio_features,11lHthXPloRp8YMBx69ite,spotify:track:11lHthXPloRp8YMBx69ite,https://api.spotify.com/v1/tracks/11lHthXPloRp8YMBx69ite,https://api.spotify.com/v1/audio-analysis/11lHthXPloRp8YMBx69ite,189430,4,Jatta
0.743,0.562,0,-5.846,0,0.0424,0.421,0,0.1,0.31,87.869,audio_features,55nRhkhe7ckZhazYrv6ZOX,spotify:track:55nRhkhe7ckZhazYrv6ZOX,https://api.spotify.com/v1/tracks/55nRhkhe7ckZhazYrv6ZOX,https://api.spotify.com/v1/audio-analysis/55nRhkhe7ckZhazYrv6ZOX,210682,4,Distance Love
0.48,0.615,2,-6.006,0,0.0328,0.547,0,0.139,0.33,79.948,audio_features,64r6z0P3RnhpTGdkA7p5Os,spotify:track:64r6z0P3RnhpTGdkA7p5Os,https://api.spotify.com/v1/tracks/64r6z0P3RnhpTGdkA7p5Os,https://api.spotify.com/v1/audio-analysis/64r6z0P3RnhpTGdkA7p5Os,234375,4,Ek Tarfa
0.56,0.631,7,-9.032,1,0.0334,0.861,0.0133,0.0985,0.376,107.987,audio_features,6cUOiOY5qh2FpIQWIYAd2h,spotify:track:6cUOiOY5qh2FpIQWIYAd2h,https://api.spotify.com/v1/tracks/6cUOiOY5qh2FpIQWIYAd2h,https://api.spotify.com/v1/audio-analysis/6cUOiOY5qh2FpIQWIYAd2h,249416,4,Mehrama
0.799,0.44,1,-7.422,0,0.061,0.559,0,0.105,0.43,90.006,audio_features,6IaHIJYxIG8xbosaRr25AC,spotify:track:6IaHIJYxIG8xbosaRr25AC,https://api.spotify.com/v1/tracks/6IaHIJYxIG8xbosaRr25AC,https://api.spotify.com/v1/audio-analysis/6IaHIJYxIG8xbosaRr25AC,168000,4,Parshawan
0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,audio_features,3hkC9EHFZNQPXrtl8WPHnX,spotify:track:3hkC9EHFZNQPXrtl8WPHnX,https://api.spotify.com/v1/tracks/3hkC9EHFZNQPXrtl8WPHnX,https://api.spotify.com/v1/audio-analysis/3hkC9EHFZNQPXrtl8WPHnX,341055,4,Agar Tum Saath Ho
0.712,0.683,10,-6.965,0,0.0926,0.323,6.84E-06,0.171,0.526,83.935,audio_features,5wiSbeDm2p5yniuus7eH4J,spotify:track:5wiSbeDm2p5yniuus7eH4J,https://api.spotify.com/v1/tracks/5wiSbeDm2p5yniuus7eH4J,https://api.spotify.com/v1/audio-analysis/5wiSbeDm2p5yniuus7eH4J,166758,4,Black & White
0.441,0.61,9,-5.182,0,0.0404,0.238,0,0.101,0.348,79.736,audio_features,1r6sFC5J0p9r3jcfIoSGDM,spotify:track:1r6sFC5J0p9r3jcfIoSGDM,https://api.spotify.com/v1/tracks/1r6sFC5J0p9r3jcfIoSGDM,https://api.spotify.com/v1/audio-analysis/1r6sFC5J0p9r3jcfIoSGDM,230082,4,Taaron Ke Shehar
0.63,0.739,0,-3.942,1,0.0248,0.194,0,0.113,0.224,109.985,audio_features,4PwTeFfKqmR3XIeXXUBDOf,spotify:track:4PwTeFfKqmR3XIeXXUBDOf,https://api.spotify.com/v1/tracks/4PwTeFfKqmR3XIeXXUBDOf,https://api.spotify.com/v1/audio-analysis/4PwTeFfKqmR3XIeXXUBDOf,231576,4,"Maiyya Mainu (From ""Jersey"")"
0.597,0.52,8,-7.624,0,0.036,0.484,1.05E-06,0.103,0.192,119.923,audio_features,3gc2Rho0Tn8i4LBgf6f2O5,spotify:track:3gc2Rho0Tn8i4LBgf6f2O5,https://api.spotify.com/v1/tracks/3gc2Rho0Tn8i4LBgf6f2O5,https://api.spotify.com/v1/audio-analysis/3gc2Rho0Tn8i4LBgf6f2O5,283260,4,"Soch Liya (From ""Radhe Shyam"")"
0.543,0.665,9,-8.295,1,0.0623,0.505,6.41E-06,0.144,0.495,81.97,audio_features,3X5Jbz7VhZfbPqIRmYIj8c,spotify:track:3X5Jbz7VhZfbPqIRmYIj8c,https://api.spotify.com/v1/tracks/3X5Jbz7VhZfbPqIRmYIj8c,https://api.spotify.com/v1/audio-analysis/3X5Jbz7VhZfbPqIRmYIj8c,326113,4,Saans
0.695,0.727,6,-6.274,0,0.0323,0.0744,0.000175,0.533,0.864,118.034,audio_features,0WdbnNKO0Jt4BZACSDQh44,spotify:track:0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/tracks/0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/audio-analysis/0WdbnNKO0Jt4BZACSDQh44,302935,4,"Ghungroo (From ""War"")"
0.473,0.435,11,-5.305,1,0.0286,0.724,0,0.209,0.362,147.803,audio_features,6HDBzDFSDYSmKzadobMr7e,spotify:track:6HDBzDFSDYSmKzadobMr7e,https://api.spotify.com/v1/tracks/6HDBzDFSDYSmKzadobMr7e,https://api.spotify.com/v1/audio-analysis/6HDBzDFSDYSmKzadobMr7e,253500,3,"Tera Hua (From ""Cash"")"
0.511,0.816,2,-5.375,0,0.0674,0.466,0,0.248,0.688,89.018,audio_features,2cC4DfpPa7x1QZTKQpe3TP,spotify:track:2cC4DfpPa7x1QZTKQpe3TP,https://api.spotify.com/v1/tracks/2cC4DfpPa7x1QZTKQpe3TP,https://api.spotify.com/v1/audio-analysis/2cC4DfpPa7x1QZTKQpe3TP,319100,4,"Tumse Bhi Zyada (From ""Tadap"")"
0.514,0.574,4,-5.788,1,0.0312,0.402,0,0.0965,0.4,75.89,audio_features,2RNCGsAi3ERAf2k2Mhhdyu,spotify:track:2RNCGsAi3ERAf2k2Mhhdyu,https://api.spotify.com/v1/tracks/2RNCGsAi3ERAf2k2Mhhdyu,https://api.spotify.com/v1/audio-analysis/2RNCGsAi3ERAf2k2Mhhdyu,331758,4,"Surili Akhiyon Wale (From ""Veer"")"
0.676,0.671,0,-6.271,1,0.0526,0.568,0,0.0885,0.572,81.046,audio_features,3H43T5swYywvcdCBFiDgW6,spotify:track:3H43T5swYywvcdCBFiDgW6,https://api.spotify.com/v1/tracks/3H43T5swYywvcdCBFiDgW6,https://api.spotify.com/v1/audio-analysis/3H43T5swYywvcdCBFiDgW6,272083,4,Manwa Laage
0.703,0.982,4,-3.466,1,0.118,0.394,0.000939,0.109,0.697,110.03,audio_features,1bx6spmieE655BQvWdTYKA,spotify:track:1bx6spmieE655BQvWdTYKA,https://api.spotify.com/v1/tracks/1bx6spmieE655BQvWdTYKA,https://api.spotify.com/v1/audio-analysis/1bx6spmieE655BQvWdTYKA,319636,4,Ghar More Pardesiya
0.573,0.338,7,-7.478,0,0.027,0.864,4.41E-06,0.133,0.451,96.981,audio_features,6Sflud15ff1KqBzg6wj78S,spotify:track:6Sflud15ff1KqBzg6wj78S,https://api.spotify.com/v1/tracks/6Sflud15ff1KqBzg6wj78S,https://api.spotify.com/v1/audio-analysis/6Sflud15ff1KqBzg6wj78S,230103,4,Kabhii Tumhhe
0.495,0.498,7,-7.023,0,0.0337,0.701,0,0.0706,0.32,133.992,audio_features,79hQvdTHNBkq2fp2ZrM8b2,spotify:track:79hQvdTHNBkq2fp2ZrM8b2,https://api.spotify.com/v1/tracks/79hQvdTHNBkq2fp2ZrM8b2,https://api.spotify.com/v1/audio-analysis/79hQvdTHNBkq2fp2ZrM8b2,247286,4,Pal
0.505,0.667,9,-5.797,1,0.0323,0.597,0,0.213,0.516,151.728,audio_features,6mTvwBzWTGDOVeCNQEqtOE,spotify:track:6mTvwBzWTGDOVeCNQEqtOE,https://api.spotify.com/v1/tracks/6mTvwBzWTGDOVeCNQEqtOE,https://api.spotify.com/v1/audio-analysis/6mTvwBzWTGDOVeCNQEqtOE,281323,4,Soch Na Sake
0.236,0.14,7,-13.478,1,0.0343,0.916,0.000148,0.087,0.123,76.805,audio_features,2ZvWoJ82LKCgD0nU9H5ue5,spotify:track:2ZvWoJ82LKCgD0nU9H5ue5,https://api.spotify.com/v1/tracks/2ZvWoJ82LKCgD0nU9H5ue5,https://api.spotify.com/v1/audio-analysis/2ZvWoJ82LKCgD0nU9H5ue5,258726,4,Main Tumhara
0.705,0.422,0,-7.375,1,0.0299,0.793,0,0.0895,0.484,117.949,audio_features,3OZLwCFeWOCFHTlIIrwzmO,spotify:track:3OZLwCFeWOCFHTlIIrwzmO,https://api.spotify.com/v1/tracks/3OZLwCFeWOCFHTlIIrwzmO,https://api.spotify.com/v1/audio-analysis/3OZLwCFeWOCFHTlIIrwzmO,274354,4,Darasal
0.495,0.654,3,-6.639,0,0.0679,0.713,0,0.165,0.35,123.896,audio_features,1UWacd8x8tPPwmrPB1MoBI,spotify:track:1UWacd8x8tPPwmrPB1MoBI,https://api.spotify.com/v1/tracks/1UWacd8x8tPPwmrPB1MoBI,https://api.spotify.com/v1/audio-analysis/1UWacd8x8tPPwmrPB1MoBI,269032,4,Ae Dil Hai Mushkil Title Track
0.319,0.552,7,-6.401,1,0.0307,0.719,0,0.144,0.221,93.991,audio_features,6TFESXMfJJWwccviaxGAMa,spotify:track:6TFESXMfJJWwccviaxGAMa,https://api.spotify.com/v1/tracks/6TFESXMfJJWwccviaxGAMa,https://api.spotify.com/v1/audio-analysis/6TFESXMfJJWwccviaxGAMa,268463,4,Humsafar
0.537,0.367,8,-9.362,1,0.0241,0.815,0,0.132,0.348,90.953,audio_features,1O3WfEwaSpsgZ6tw8jNT8I,spotify:track:1O3WfEwaSpsgZ6tw8jNT8I,https://api.spotify.com/v1/tracks/1O3WfEwaSpsgZ6tw8jNT8I,https://api.spotify.com/v1/audio-analysis/1O3WfEwaSpsgZ6tw8jNT8I,264614,4,Maana Ke Hum Yaar Nahin
0.523,0.768,0,-4.953,0,0.0566,0.447,0.000226,0.0833,0.669,75.03,audio_features,7tl1En7BCSnD6Qb5OGlEIE,spotify:track:7tl1En7BCSnD6Qb5OGlEIE,https://api.spotify.com/v1/tracks/7tl1En7BCSnD6Qb5OGlEIE,https://api.spotify.com/v1/audio-analysis/7tl1En7BCSnD6Qb5OGlEIE,236240,4,Paniyon Sa
0.512,0.752,4,-4.857,0,0.0534,0.305,0,0.708,0.428,127.965,audio_features,7fyiYhn7STpHvT5g0lbncC,spotify:track:7fyiYhn7STpHvT5g0lbncC,https://api.spotify.com/v1/tracks/7fyiYhn7STpHvT5g0lbncC,https://api.spotify.com/v1/audio-analysis/7fyiYhn7STpHvT5g0lbncC,274687,4,Ik Vaari Aa
0.528,0.664,2,-7.262,1,0.0377,0.226,0,0.121,0.109,97.893,audio_features,1NfNC8BKQSbWyhwZgLvrfY,spotify:track:1NfNC8BKQSbWyhwZgLvrfY,https://api.spotify.com/v1/tracks/1NfNC8BKQSbWyhwZgLvrfY,https://api.spotify.com/v1/audio-analysis/1NfNC8BKQSbWyhwZgLvrfY,219870,4,Ek Dil Ek Jaan
0.578,0.798,7,-6.01,1,0.0699,0.58,0,0.111,0.728,91.96,audio_features,2cPUB8EOT6AfJ8oxhyoNXL,spotify:track:2cPUB8EOT6AfJ8oxhyoNXL,https://api.spotify.com/v1/tracks/2cPUB8EOT6AfJ8oxhyoNXL,https://api.spotify.com/v1/audio-analysis/2cPUB8EOT6AfJ8oxhyoNXL,314240,4,Ye Tune Kya Kiya
0.539,0.551,8,-7.351,1,0.0361,0.651,0,0.124,0.556,75.899,audio_features,4BOYIpYF7zTYtAkpjoD687,spotify:track:4BOYIpYF7zTYtAkpjoD687,https://api.spotify.com/v1/tracks/4BOYIpYF7zTYtAkpjoD687,https://api.spotify.com/v1/audio-analysis/4BOYIpYF7zTYtAkpjoD687,286380,4,Tere Sang Yaara
0.308,0.585,9,-5.18,0,0.0428,0.45,0,0.319,0.345,171.843,audio_features,1feANd8EfcDP5UqSvbheM3,spotify:track:1feANd8EfcDP5UqSvbheM3,https://api.spotify.com/v1/tracks/1feANd8EfcDP5UqSvbheM3,https://api.spotify.com/v1/audio-analysis/1feANd8EfcDP5UqSvbheM3,371791,3,"Bekhayali (From ""Kabir Singh"")"
0.57,0.55,10,-8.343,1,0.035,0.524,3.73E-05,0.0921,0.435,117.999,audio_features,6vo7Y1iWyZvpjvFbf6BiZ5,spotify:track:6vo7Y1iWyZvpjvFbf6BiZ5,https://api.spotify.com/v1/tracks/6vo7Y1iWyZvpjvFbf6BiZ5,https://api.spotify.com/v1/audio-analysis/6vo7Y1iWyZvpjvFbf6BiZ5,311186,4,Kalank (Title Track)
0.376,0.643,9,-5.713,1,0.0411,0.558,0,0.217,0.646,136.228,audio_features,7sJQv0LRPgM2xCkkdWOlyj,spotify:track:7sJQv0LRPgM2xCkkdWOlyj,https://api.spotify.com/v1/tracks/7sJQv0LRPgM2xCkkdWOlyj,https://api.spotify.com/v1/audio-analysis/7sJQv0LRPgM2xCkkdWOlyj,193356,5,Mere Sohneya
0.757,0.588,10,-6.383,0,0.12,0.252,0,0.0701,0.344,84.968,audio_features,7fYE7BT9Na8XpALQwuhIwX,spotify:track:7fYE7BT9Na8XpALQwuhIwX,https://api.spotify.com/v1/tracks/7fYE7BT9Na8XpALQwuhIwX,https://api.spotify.com/v1/audio-analysis/7fYE7BT9Na8XpALQwuhIwX,182000,4,Champagne
0.382,0.398,1,-10.026,0,0.0373,0.698,0.000216,0.111,0.313,179.649,audio_features,5fZ0oNVVUQe11KGpgcDCrY,spotify:track:5fZ0oNVVUQe11KGpgcDCrY,https://api.spotify.com/v1/tracks/5fZ0oNVVUQe11KGpgcDCrY,https://api.spotify.com/v1/audio-analysis/5fZ0oNVVUQe11KGpgcDCrY,338593,3,Mere Naam Tu
0.56,0.512,1,-7.185,0,0.0333,0.592,0,0.056,0.39,123.991,audio_features,5CiHCfXZQyQEkmSeEj39PF,spotify:track:5CiHCfXZQyQEkmSeEj39PF,https://api.spotify.com/v1/tracks/5CiHCfXZQyQEkmSeEj39PF,https://api.spotify.com/v1/audio-analysis/5CiHCfXZQyQEkmSeEj39PF,254516,4,Pal Pal Dil Ke Paas- Title Track
0.528,0.449,5,-6.25,0,0.025,0.785,0,0.122,0.317,94.058,audio_features,56zZ48jdyY2oDXHVnwg5Di,spotify:track:56zZ48jdyY2oDXHVnwg5Di,https://api.spotify.com/v1/tracks/56zZ48jdyY2oDXHVnwg5Di,https://api.spotify.com/v1/audio-analysis/56zZ48jdyY2oDXHVnwg5Di,261974,4,Tum Hi Ho
0.609,0.538,6,-7.842,1,0.0273,0.328,0,0.125,0.608,130.015,audio_features,7eQl3Yqv35ioqUfveKHitE,spotify:track:7eQl3Yqv35ioqUfveKHitE,https://api.spotify.com/v1/tracks/7eQl3Yqv35ioqUfveKHitE,https://api.spotify.com/v1/audio-analysis/7eQl3Yqv35ioqUfveKHitE,321225,4,Tum Se Hi
0.382,0.632,8,-6.393,1,0.0411,0.391,0.000486,0.0922,0.716,78.936,audio_features,0gPgdRfB4jdGrlyXS0Vx78,spotify:track:0gPgdRfB4jdGrlyXS0Vx78,https://api.spotify.com/v1/tracks/0gPgdRfB4jdGrlyXS0Vx78,https://api.spotify.com/v1/audio-analysis/0gPgdRfB4jdGrlyXS0Vx78,333584,4,Khuda Jaane
0.55,0.488,6,-8.059,1,0.0284,0.718,0.000118,0.126,0.301,136.025,audio_features,6f3ANRNQ8nCiPZ6VqXqq93,spotify:track:6f3ANRNQ8nCiPZ6VqXqq93,https://api.spotify.com/v1/tracks/6f3ANRNQ8nCiPZ6VqXqq93,https://api.spotify.com/v1/audio-analysis/6f3ANRNQ8nCiPZ6VqXqq93,309458,3,Main Rahoon Ya Na Rahoon
0.531,0.431,2,-8.937,0,0.037,0.868,2.47E-05,0.127,0.19,107.99,audio_features,5T2ZZiBMDGh3TZDUbxg4rV,spotify:track:5T2ZZiBMDGh3TZDUbxg4rV,https://api.spotify.com/v1/tracks/5T2ZZiBMDGh3TZDUbxg4rV,https://api.spotify.com/v1/audio-analysis/5T2ZZiBMDGh3TZDUbxg4rV,241449,4,Kaun Tujhe
0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995,audio_features,3uL1IBFhg52VcQqOwAG01E,spotify:track:3uL1IBFhg52VcQqOwAG01E,https://api.spotify.com/v1/tracks/3uL1IBFhg52VcQqOwAG01E,https://api.spotify.com/v1/audio-analysis/3uL1IBFhg52VcQqOwAG01E,280161,4,Mast Magan
0.599,0.653,0,-7.576,0,0.122,0.362,0,0.144,0.678,79.968,audio_features,0gRNu9dVzi5aC87AI1empZ,spotify:track:0gRNu9dVzi5aC87AI1empZ,https://api.spotify.com/v1/tracks/0gRNu9dVzi5aC87AI1empZ,https://api.spotify.com/v1/audio-analysis/0gRNu9dVzi5aC87AI1empZ,284573,4,Jab Se Tere Naina
0.273,0.588,1,-9.564,0,0.0579,0.265,0.000307,0.178,0.138,88.045,audio_features,0QGTtWj9Cwf5NaNEzRDQEI,spotify:track:0QGTtWj9Cwf5NaNEzRDQEI,https://api.spotify.com/v1/tracks/0QGTtWj9Cwf5NaNEzRDQEI,https://api.spotify.com/v1/audio-analysis/0QGTtWj9Cwf5NaNEzRDQEI,288020,4,"Tu Banke Hawa (From ""Dhokha Round D Corner"")"
0.534,0.461,2,-11.292,1,0.0295,0.795,1.51E-06,0.114,0.244,145.972,audio_features,6BvRzfqi3sMAoQYnRpMVL0,spotify:track:6BvRzfqi3sMAoQYnRpMVL0,https://api.spotify.com/v1/tracks/6BvRzfqi3sMAoQYnRpMVL0,https://api.spotify.com/v1/audio-analysis/6BvRzfqi3sMAoQYnRpMVL0,212055,4,Mazaak
0.627,0.857,1,-4.55,0,0.104,0.0767,0,0.324,0.89,134.929,audio_features,737AP6EH4PvRzBNfBipaK2,spotify:track:737AP6EH4PvRzBNfBipaK2,https://api.spotify.com/v1/tracks/737AP6EH4PvRzBNfBipaK2,https://api.spotify.com/v1/audio-analysis/737AP6EH4PvRzBNfBipaK2,245674,4,"Boom Padi (From ""Maja Ma"")"
0.783,0.54,2,-6.422,1,0.0462,0.058,0,0.104,0.432,109.961,audio_features,56F2np38tKNgZkRDAomxUN,spotify:track:56F2np38tKNgZkRDAomxUN,https://api.spotify.com/v1/tracks/56F2np38tKNgZkRDAomxUN,https://api.spotify.com/v1/audio-analysis/56F2np38tKNgZkRDAomxUN,212727,4,"Saathiya (From ""Cuttputlli"")"
0.859,0.679,6,-6.056,0,0.0554,0.357,0,0.135,0.923,114.089,audio_features,4oO0N6zv1NjYxzcr25z1i6,spotify:track:4oO0N6zv1NjYxzcr25z1i6,https://api.spotify.com/v1/tracks/4oO0N6zv1NjYxzcr25z1i6,https://api.spotify.com/v1/audio-analysis/4oO0N6zv1NjYxzcr25z1i6,135263,4,"Le Sajna (From ""Babli Bouncer"")"
0.821,0.461,9,-9.083,0,0.086,0.0998,0,0.096,0.188,100.037,audio_features,3pYe2NYbHcabSrfbKxWoS6,spotify:track:3pYe2NYbHcabSrfbKxWoS6,https://api.spotify.com/v1/tracks/3pYe2NYbHcabSrfbKxWoS6,https://api.spotify.com/v1/audio-analysis/3pYe2NYbHcabSrfbKxWoS6,175500,4,Bharosa
0.792,0.935,6,-4.17,0,0.0861,0.231,1.40E-06,0.174,0.886,131.993,audio_features,1kBRU2jETNufGxOnD0Ucka,spotify:track:1kBRU2jETNufGxOnD0Ucka,https://api.spotify.com/v1/tracks/1kBRU2jETNufGxOnD0Ucka,https://api.spotify.com/v1/audio-analysis/1kBRU2jETNufGxOnD0Ucka,267727,4,"Thaar Maar Thakkar Maar (From ""God Father"")"
0.516,0.565,9,-8.122,1,0.0272,0.195,0,0.171,0.395,104.978,audio_features,7FjiMB1dIiuHGbWl8zUG1P,spotify:track:7FjiMB1dIiuHGbWl8zUG1P,https://api.spotify.com/v1/tracks/7FjiMB1dIiuHGbWl8zUG1P,https://api.spotify.com/v1/audio-analysis/7FjiMB1dIiuHGbWl8zUG1P,253714,4,Mere Khayalon Ki Malika 2.0
0.885,0.797,11,-7.16,0,0.0876,0.14,0.000339,0.62,0.356,129.999,audio_features,19qBZ0f0epOhT3US9Y42Ds,spotify:track:19qBZ0f0epOhT3US9Y42Ds,https://api.spotify.com/v1/tracks/19qBZ0f0epOhT3US9Y42Ds,https://api.spotify.com/v1/audio-analysis/19qBZ0f0epOhT3US9Y42Ds,211731,4,"The Hic Song (From ""Goodbye"")"
0.766,0.909,1,-3.513,0,0.0464,0.202,0,0.299,0.773,101.957,audio_features,6JJaxPziuyO8FVfYHLaLG1,spotify:track:6JJaxPziuyO8FVfYHLaLG1,https://api.spotify.com/v1/tracks/6JJaxPziuyO8FVfYHLaLG1,https://api.spotify.com/v1/audio-analysis/6JJaxPziuyO8FVfYHLaLG1,226765,3,Dhol Bajaa
0.548,0.479,5,-7.271,0,0.0451,0.821,3.42E-05,0.0737,0.39,129.961,audio_features,0WQMXG7MUtXRgBr3Q0sFsd,spotify:track:0WQMXG7MUtXRgBr3Q0sFsd,https://api.spotify.com/v1/tracks/0WQMXG7MUtXRgBr3Q0sFsd,https://api.spotify.com/v1/audio-analysis/0WQMXG7MUtXRgBr3Q0sFsd,200000,3,Maanegi Kis Tarah
0.352,0.536,2,-6.947,0,0.0466,0.661,0,0.0507,0.331,184.48,audio_features,4WFAI5cJMTQnI4hVCNjf5D,spotify:track:4WFAI5cJMTQnI4hVCNjf5D,https://api.spotify.com/v1/tracks/4WFAI5cJMTQnI4hVCNjf5D,https://api.spotify.com/v1/audio-analysis/4WFAI5cJMTQnI4hVCNjf5D,223226,4,Door Akhiyon Se
0.46,0.685,11,-5.671,0,0.0388,0.547,0.00887,0.101,0.161,92.005,audio_features,5Xv9ZxTLaTRtEUAh3zXVEy,spotify:track:5Xv9ZxTLaTRtEUAh3zXVEy,https://api.spotify.com/v1/tracks/5Xv9ZxTLaTRtEUAh3zXVEy,https://api.spotify.com/v1/audio-analysis/5Xv9ZxTLaTRtEUAh3zXVEy,242216,4,Tere Aane Se Pehle
0.573,0.587,5,-5.93,1,0.0285,0.445,0.000164,0.079,0.193,105.08,audio_features,6s7dQ6nHwILfXw1SMyOI8F,spotify:track:6s7dQ6nHwILfXw1SMyOI8F,https://api.spotify.com/v1/tracks/6s7dQ6nHwILfXw1SMyOI8F,https://api.spotify.com/v1/audio-analysis/6s7dQ6nHwILfXw1SMyOI8F,226305,4,Ek Tarfa
0.492,0.615,2,-3.949,1,0.0342,0.673,0,0.0705,0.267,149.974,audio_features,4mH4HQISGDPvibcFNYXqMj,spotify:track:4mH4HQISGDPvibcFNYXqMj,https://api.spotify.com/v1/tracks/4mH4HQISGDPvibcFNYXqMj,https://api.spotify.com/v1/audio-analysis/4mH4HQISGDPvibcFNYXqMj,238000,4,Ishq Da Dariyaa
0.394,0.816,0,-4.277,1,0.105,0.349,0,0.121,0.531,95.397,audio_features,3uIuJ9NMVQ7naSmhmi9j7y,spotify:track:3uIuJ9NMVQ7naSmhmi9j7y,https://api.spotify.com/v1/tracks/3uIuJ9NMVQ7naSmhmi9j7y,https://api.spotify.com/v1/audio-analysis/3uIuJ9NMVQ7naSmhmi9j7y,198673,3,Vasaladi
0.637,0.62,6,-6.957,1,0.236,0.461,0.0105,0.0968,0.824,189.055,audio_features,5VPmgcbmfHZc8ZvdqTEC86,spotify:track:5VPmgcbmfHZc8ZvdqTEC86,https://api.spotify.com/v1/tracks/5VPmgcbmfHZc8ZvdqTEC86,https://api.spotify.com/v1/audio-analysis/5VPmgcbmfHZc8ZvdqTEC86,208651,3,Dhol
0.819,0.928,11,-4.263,0,0.0906,0.19,1.70E-06,0.0893,0.644,122.005,audio_features,39QkBRl726zLo6rrEz0SS4,spotify:track:39QkBRl726zLo6rrEz0SS4,https://api.spotify.com/v1/tracks/39QkBRl726zLo6rrEz0SS4,https://api.spotify.com/v1/audio-analysis/39QkBRl726zLo6rrEz0SS4,186885,4,"Mad Banke (From ""Babli Bouncer"")"
0.539,0.283,9,-12.009,1,0.0532,0.802,0,0.301,0.547,50.751,audio_features,3UwbS3m3KJMmcprAwciWSf,spotify:track:3UwbS3m3KJMmcprAwciWSf,https://api.spotify.com/v1/tracks/3UwbS3m3KJMmcprAwciWSf,https://api.spotify.com/v1/audio-analysis/3UwbS3m3KJMmcprAwciWSf,230680,4,Tafriyan
0.488,0.703,11,-8.243,1,0.0359,0.148,0.00909,0.506,0.589,81.511,audio_features,7udmtuYHCGp0ImJAncUj1q,spotify:track:7udmtuYHCGp0ImJAncUj1q,https://api.spotify.com/v1/tracks/7udmtuYHCGp0ImJAncUj1q,https://api.spotify.com/v1/audio-analysis/7udmtuYHCGp0ImJAncUj1q,231166,4,Saawan
0.811,0.57,6,-8.783,1,0.0345,0.126,0.000175,0.0549,0.78,129.968,audio_features,1ejSxHHoAgm1CBqOnx8uPa,spotify:track:1ejSxHHoAgm1CBqOnx8uPa,https://api.spotify.com/v1/tracks/1ejSxHHoAgm1CBqOnx8uPa,https://api.spotify.com/v1/audio-analysis/1ejSxHHoAgm1CBqOnx8uPa,209077,4,Mera Love Main
0.562,0.7,1,-5.274,1,0.0348,0.194,0,0.0906,0.435,143.992,audio_features,5nFtdI3RKw5OhylNZlf5hz,spotify:track:5nFtdI3RKw5OhylNZlf5hz,https://api.spotify.com/v1/tracks/5nFtdI3RKw5OhylNZlf5hz,https://api.spotify.com/v1/audio-analysis/5nFtdI3RKw5OhylNZlf5hz,235833,4,Ishq Ishq Karke
0.773,0.794,11,-6.943,1,0.0483,0.205,1.80E-06,0.217,0.558,125.035,audio_features,615Y0dEJ926UnhhL1DFEOK,spotify:track:615Y0dEJ926UnhhL1DFEOK,https://api.spotify.com/v1/tracks/615Y0dEJ926UnhhL1DFEOK,https://api.spotify.com/v1/audio-analysis/615Y0dEJ926UnhhL1DFEOK,226524,4,Saath Ho Tera
0.655,0.299,4,-9.333,0,0.0264,0.706,0,0.155,0.382,99.97,audio_features,0303MfNKgUuOfg7g5TRQOF,spotify:track:0303MfNKgUuOfg7g5TRQOF,https://api.spotify.com/v1/tracks/0303MfNKgUuOfg7g5TRQOF,https://api.spotify.com/v1/audio-analysis/0303MfNKgUuOfg7g5TRQOF,171000,4,Dhage Ishq Ke
0.555,0.359,9,-11.949,0,0.0278,0.479,1.03E-05,0.0913,0.204,99.871,audio_features,0osd5U7shsRUazQgWySObS,spotify:track:0osd5U7shsRUazQgWySObS,https://api.spotify.com/v1/tracks/0osd5U7shsRUazQgWySObS,https://api.spotify.com/v1/audio-analysis/0osd5U7shsRUazQgWySObS,172800,4,Judaai
