cluster,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,acousticness_scaled,danceability_scaled,energy_scaled,instrumentalness_scaled,liveness_scaled,valence_scaled,tempo_scaled,speechiness_scaled,loudness_scaled
4,0.752,0.887,8,-4.01,1,0.0328,0.0691,5.29e-06,0.11900000000000001,0.937,133.941,audio_features,25QnrkmVfATGRwPPDTVi4K,spotify:track:25QnrkmVfATGRwPPDTVi4K,https://api.spotify.com/v1/tracks/25QnrkmVfATGRwPPDTVi4K,https://api.spotify.com/v1/audio-analysis/25QnrkmVfATGRwPPDTVi4K,227263,4,Chammak Challo (International Version),-1.15719427606866,0.9603804254078121,1.3131391838221098,-0.2368975704107583,-0.4567407205229671,1.6313583507546396,0.6551936099141398,-0.5994931944469116,1.1718669858730502
1,0.248,0.6920000000000001,9,-5.2010000000000005,0,0.0476,0.214,2.52e-05,0.174,0.251,86.605,audio_features,77K0PZT05HU6sVB9mv1wVF,spotify:track:77K0PZT05HU6sVB9mv1wVF,https://api.spotify.com/v1/tracks/77K0PZT05HU6sVB9mv1wVF,https://api.spotify.com/v1/audio-analysis/77K0PZT05HU6sVB9mv1wVF,188238,3,Aa Bhi Ja Sanam,-0.687971878160272,-2.3168037315934225,0.3161022155390084,-0.23676477539335597,-0.08438348930402968,-1.4390086657716648,-1.052681508780062,-0.37138818440338217,0.8041296464048661
0,0.679,0.9129999999999999,4,-5.284,0,0.0564,0.0306,1.52e-06,0.65,0.6920000000000001,124.98,audio_features,7jGlJK8pKCZAlMJGXNIDYc,spotify:track:7jGlJK8pKCZAlMJGXNIDYc,https://api.spotify.com/v1/tracks/7jGlJK8pKCZAlMJGXNIDYc,https://api.spotify.com/v1/audio-analysis/7jGlJK8pKCZAlMJGXNIDYc,199706,4,O Mere Khuda,-1.2818668938704056,0.4857089106040621,1.4460774462598562,-0.23692271542409865,3.1381990936089577,0.5347987019952454,0.331882199177729,-0.23575817843155394,0.7785022751405009
7,0.317,0.69,2,-5.029,1,0.0386,0.6729999999999999,0.0,0.138,0.507,126.90299999999999,audio_features,0aviOEUYHCNDLRYrc5AgZU,spotify:track:0aviOEUYHCNDLRYrc5AgZU,https://api.spotify.com/v1/tracks/0aviOEUYHCNDLRYrc5AgZU,https://api.spotify.com/v1/audio-analysis/0aviOEUYHCNDLRYrc5AgZU,292545,4,Bakhuda Tumhi Ho,0.7983847860215781,-1.8681416148611107,0.30587619535148886,-0.23693285346661253,-0.32810822246551596,-0.2932157266598077,0.40126372387877957,-0.5101006905109339,0.8572369699888526
1,0.682,0.769,8,-5.275,1,0.0306,0.511,0.0,0.111,0.526,119.96,audio_features,4FIaVcEAOlgC94YwwPHznL,spotify:track:4FIaVcEAOlgC94YwwPHznL,https://api.spotify.com/v1/tracks/4FIaVcEAOlgC94YwwPHznL,https://api.spotify.com/v1/audio-analysis/4FIaVcEAOlgC94YwwPHznL,300069,4,Tera Hone Laga Hoon,0.2737883163103371,0.505215959157641,0.7098039927584894,-0.23693285346661253,-0.5109017723366308,-0.2081764069600995,0.15076142226702868,-0.6334006959398688,0.7812811467233837
1,0.46399999999999997,0.8220000000000001,8,-4.827,0,0.0662,0.135,0.000449,0.0898,0.40700000000000003,89.76100000000001,audio_features,0PIKvIb2IzUgYq9OjNX8mG,spotify:track:0PIKvIb2IzUgYq9OjNX8mG,https://api.spotify.com/v1/tracks/0PIKvIb2IzUgYq9OjNX8mG,https://api.spotify.com/v1/audio-analysis/0PIKvIb2IzUgYq9OjNX8mG,320040,4,Woh Lamhe Woh Baatein (2005),-0.9437936133898279,-0.9122962357357508,0.9807935277277429,-0.2339381290661293,-0.6544285596428395,-0.7407910935003768,-0.9388135462441716,-0.08471567178110881,0.9196071988491155
1,0.49,0.9570000000000001,9,-2.9989999999999997,1,0.158,0.18899999999999997,0.0,0.217,0.317,120.05799999999999,audio_features,35q9PJHy5tkmAevaWBLkNQ,spotify:track:35q9PJHy5tkmAevaWBLkNQ,https://api.spotify.com/v1/tracks/35q9PJHy5tkmAevaWBLkNQ,https://api.spotify.com/v1/audio-analysis/35q9PJHy5tkmAevaWBLkNQ,292560,4,Doorie,-0.768928123486081,-0.7432351482714012,1.6710498903852748,-0.23693285346661253,0.2067321641944125,-1.143608923656889,0.15429724619875146,1.3301518905159186,1.484026893683574
1,0.879,0.48700000000000004,0,-9.441,1,0.14800000000000002,0.337,0.00028399999999999996,0.0706,0.33799999999999997,116.991,audio_features,3QKvJjMEFSUMtPrJN6bTSF,spotify:track:3QKvJjMEFSUMtPrJN6bTSF,https://api.spotify.com/v1/tracks/3QKvJjMEFSUMtPrJN6bTSF,https://api.spotify.com/v1/audio-analysis/3QKvJjMEFSUMtPrJN6bTSF,329600,4,Barso Re,-0.2896671511572924,1.7861788141759805,-0.7320648536816883,-0.2350386402600708,-0.7844150839956323,-1.0496180966203696,0.04364038907024238,1.1760268837297503,-0.5050276326422368
6,0.6609999999999999,0.748,3,-12.652999999999999,0,0.244,0.162,0.00187,0.0789,0.753,188.07299999999998,audio_features,7kxFLinBsXa4MVtCgIBoqw,spotify:track:7kxFLinBsXa4MVtCgIBoqw,https://api.spotify.com/v1/tracks/7kxFLinBsXa4MVtCgIBoqw,https://api.spotify.com/v1/audio-analysis/7kxFLinBsXa4MVtCgIBoqw,303099,4,Satrangi Re - Dil Se,-0.8563608684379544,0.36866661928258865,0.6024307807895398,-0.22446039326860878,-0.7282229927389563,0.8078196757679923,2.608267294322508,2.655626948876968,-1.4967760242222585
2,0.579,0.515,1,-12.323,0,0.0525,0.21,0.0,0.303,0.502,87.947,audio_features,6KlVDkd5p3HjESeCTZOPzX,spotify:track:6KlVDkd5p3HjESeCTZOPzX,https://api.spotify.com/v1/tracks/6KlVDkd5p3HjESeCTZOPzX,https://api.spotify.com/v1/audio-analysis/6KlVDkd5p3HjESeCTZOPzX,357080,4,Saathiya,-0.7009248774124015,-0.16452604118189773,-0.5889005710564226,-0.23693285346661253,0.7889634711912967,-0.3155944950018362,-1.0042623688170822,-0.2958669310781597,-1.3948840661832156
